name;region;population;lat;lon
станица Багаевская;Ростовская область;13587;47.3120036;40.3835259
пгт Джалиль;Республика Татарстан;13560;55.0219384;52.7390205
пгт Чунский рп;Иркутская область;13554;56.0860078;99.6654763
посёлок Климово;Брянская область;13554;52.3794719;32.1973338
пгт Сиверский;Ленинградская область;13496;59.3522179;30.0714296
пгт Кавалерово;Приморский край;13494;44.2676995;135.0572443
станица Стародеревянковская;Краснодарский край;13482;46.1270956;38.9745983
г. Николаевск;Волгоградская область;13460;50.0165606;45.4732974
пгт Кугеси;Чувашская Республика;13451;56.0327092;47.2976508
пгт Забайкальск;Забайкальский край;13445;49.6506702;117.3290852
посёлок Новосергиевка;Оренбургская область;13438;52.0726043;53.6447061
г. Меленки;Владимирская область;13407;55.3386685;41.634068
г. Ленинск;Волгоградская область;13391;48.6937347;45.1993162
село Знаменское;Чеченская Республика;13379;43.6776101;45.1250025
пгт Айхал;Республика Саха (Якутия);13370;65.9420207;111.5021852
пгт Суходол;Самарская область;13348;53.9022943;51.2154948
г. Кодинск;Красноярский край;13324;58.6033585;99.1799034
г. Петушки;Владимирская область;13317;55.9297231;39.4509461
пгт Приморский;Республика Крым;13310;45.115886;35.488098
пгт Белоярский;Свердловская область;13293;56.7519974;61.4023424
г. Трубчевск;Брянская область;13287;52.5790839;33.765986
пгт Селенгинск;Республика Бурятия;13261;52.0052971;106.8625269
село Алхан-Юрт;Чеченская Республика;13260;43.2286886;45.5637848
пгт Боброво рп;Московская область;13259;55.527294;37.615885
пгт Солнечнодольск рп;Ставропольский край;13234;45.2951606;41.4939951
станица Старотитаровская;Краснодарский край;13223;45.2246634;37.1594593
г. Первомайск;Нижегородская область;13223;54.8675454;43.8012935
г. Анадырь;Чукотский автономный округ;13202;64.7314035;177.5015039
г. Байкальск;Иркутская область;13199;51.5230388;104.1487533
г. Адыгейск;Республика Адыгея;13175;44.8784355;39.1901784
село Арзгир;Ставропольский край;13160;45.3701507;44.2279323
село Сурхахи;Республика Ингушетия;13153;43.1847935;44.9029133
г. Карабаново;Владимирская область;13150;56.3133551;38.7034399
пгт Маслянино рп;Новосибирская область;13147;54.3464024;84.1822784
пгт Сириус;Краснодарский край;13115;43.406418;39.954483
село Дивное;Ставропольский край;13104;45.9118706;43.3429397
станица Петровская;Краснодарский край;13088;45.4301487;37.9608284
г. Высоковск;Московская область;13081;56.320223;36.551221
посёлок Новая Адыгея;Республика Адыгея;13058;45.0200833;38.9325054
г. Мантурово;Костромская область;13043;58.326579;44.7575564
пгт Голышманово рп;Тюменская область;13037;56.395975;68.3752636
село Чекмагуш;Республика Башкортостан;13024;55.1397224;54.6517782
село Власиха;Алтайский край;12973;53.3067599;83.555312
село Троицкое;Республика Калмыкия;12964;46.4158367;44.2610696
г. Южа;Ивановская область;12957;56.5926729;42.0458151
пгт Яшкино;Кемеровская область;12957;55.8738099;85.4347249
г. Удачный;Республика Саха (Якутия);12930;66.4072362;112.3060605
село Самашки;Чеченская Республика;12899;43.2910508;45.3014407
посёлок Солнечный;Ханты-Мансийский автономный округ — Югра;12885;61.2779187;73.1867293
пгт Шаховская рп;Московская область;12862;56.0290731;35.5051975
г. Лакинск;Владимирская область;12861;56.0179981;39.9565712
г. Сим;Челябинская область;12858;54.9906182;57.6899547
г. Галич;Костромская область;12856;58.3827783;42.3655467
г. Белев;Тульская область;12846;53.8114211;36.1382439
село Тоцкое Второе;Оренбургская область;12825;52.5444826;52.8252361
пгт Кузьмоловский;Ленинградская область;12820;60.1097594;30.4925228
станица Крыловская;Краснодарский край;12797;46.3206842;39.9705132
пгт Винзили рп;Тюменская область;12796;56.9507347;65.7653567
г. Пионерский;Калининградская область;12794;54.9517043;20.2277624
г. Вяземский;Хабаровский край;12775;47.5352992;134.7552103
г. Цивильск;Чувашская Республика;12762;55.8650165;47.4730014
пгт Бачатский;Кемеровская область;12729;54.2846438;86.1034964
село Эльхотово;Республика Северная Осетия — Алания;12723;43.3412939;44.2052637
поселок Светлый;Саратовская область;12702;51.6761306;45.6219229
пгт Фряново рп;Московская область;12682;56.1341804;38.4463995
г. Венев;Тульская область;12668;54.3542696;38.2644051
г. Гороховец;Владимирская область;12666;56.2021704;42.6925728
село Сагопши;Республика Ингушетия;12663;43.4879167;44.5895065
г. Лукоянов;Нижегородская область;12652;55.0327324;44.4933098
село Немчиновка;Московская область;12648;55.7194818;37.3622347
пгт Им. Свердлова;Ленинградская область;12644;59.7980459;30.6366797
село Покровское;Ростовская область;12627;47.4024253;38.9093877
село Мескер-Юрт;Чеченская Республика;12623;43.2484651;45.9128248
г. Калязин;Тверская область;12621;57.2414972;37.8289387
г. Боровск;Калужская область;12598;55.213159;36.49266
станица Шелковская;Чеченская Республика;12593;43.5081217;46.3361348
пгт Колывань рп;Новосибирская область;12585;55.3088329;82.7385807
село Серноводское;Чеченская Республика;12583;43.3094275;45.1622631
г. Сясьстрой;Ленинградская область;12566;60.1401742;32.5601477
пгт Борисовка;Белгородская область;12553;50.5968539;36.0121004
г. Фокино;Брянская область;12538;53.455406;34.4158764
г. Петров Вал;Волгоградская область;12526;50.1379475;45.2091087
село Касумкент;Республика Дагестан;12502;41.6773747;48.1524797
пгт Инской;Кемеровская область;12499;54.4331375;86.4285303
село Началово;Астраханская область;12459;46.3393262;48.1855317
г. Ак-Довурак;Республика Тыва;12456;51.1785666;90.5985491
село Герменчук;Чеченская Республика;12456;43.1871357;45.9202154
г. Урень;Нижегородская область;12450;57.4611222;45.7833981
станица Натухаевская;Краснодарский край;12442;44.912115;37.569543
г. Могоча;Забайкальский край;12390;53.7361435;119.7660029
село Молоково;Московская область;12361;55.5621962;37.8634995
пгт Степное рп;Саратовская область;12355;51.3777206;46.8440822
пгт Новоивановское рп;Московская область;12338;55.704886;37.3627129
пгт Каменоломни;Ростовская область;12327;47.6660812;40.2017586
г. Дрезна;Московская область;12295;55.744402;38.8498081
г. Полярный;Мурманская область;12293;69.1989597;33.4509962
г. Абаза;Республика Хакасия;12272;52.6516303;90.0885949
пгт Бутово рп;Московская область;12267;55.544886;37.589679
пгт Солнечный;Хабаровский край;12267;50.7232593;136.641949
пгт Гаспра;Республика Крым;12262;44.4302875;34.1057215
село Красный Яр;Астраханская область;12254;46.5341941;48.3491395
станица Марьянская;Краснодарский край;12215;45.10288;38.637591
пгт Гвардейское;Республика Крым;12209;45.1265602;34.0401982
станица Платнировская;Краснодарский край;12193;45.391675;39.3890707
пгт Карымское;Забайкальский край;12124;51.6256587;114.338954
пгт Чердаклы рп;Ульяновская область;12084;54.3605871;48.8487971
г. Шилка;Забайкальский край;12046;51.849667;116.0335573
г. Хвалынск;Саратовская область;12042;52.4950179;48.104556
г. Уяр;Красноярский край;12036;55.8132043;94.3282703
г. Камешково;Владимирская область;12028;56.3489473;40.9955538
пгт Красногорский;Челябинская область;12023;54.6056842;61.229411
г. Покровск;Республика Саха (Якутия);12021;61.4843708;129.1481635
село Месягутово;Республика Башкортостан;12019;55.5339811;58.2445617
село Ногир;Республика Северная Осетия — Алания;12011;43.0810645;44.6360537
село Надежда;Ставропольский край;12006;45.0515695;42.1066152
посёлок Буланаш;Свердловская область;11989;57.2767319;61.9906355
село Заюково;Кабардино-Балкарская Республика;11976;43.616867;43.3478092
г. Медвежьегорск;Республика Карелия;11962;62.9127723;34.4567764
пгт Таврическое рп;Омская область;11960;54.5845492;73.6380531
пгт Белиджи;Республика Дагестан;11957;41.8751564;48.390587
посёлок Клетня;Брянская область;11947;53.3900055;33.2167403
село Ботлих;Республика Дагестан;11944;42.667176;46.211035
г. Волосово;Ленинградская область;11931;59.4445014;29.4923947
пгт Курагино;Красноярский край;11908;53.8885664;92.6676056
пгт Чегдомын;Хабаровский край;11895;51.1371055;133.0337387
станица Старокорсунская;Краснодарский край;11889;45.0561203;39.3102759
село Майртуп;Чеченская Республика;11886;43.2038614;46.1310229
г. Катайск;Курганская область;11881;56.2906738;62.580102
село Криводановка;Новосибирская область;11874;55.0816784;82.6618354
г. Обоянь;Курская область;11844;51.2119712;36.2753812
село Ягодное;Самарская область;11801;53.6109078;49.039421
село Ивановка;Оренбургская область;11800;51.7195302;55.1957189
г. Струнино;Владимирская область;11774;56.3749617;38.584045
г. Шагонар;Республика Тыва;11772;51.5348034;92.9198908
село Починки;Нижегородская область;11761;54.6976769;44.8619614
село Исламей;Кабардино-Балкарская Республика;11760;43.6719196;43.454931
г. Пересвет;Московская область;11752;56.4157995;38.1732221
г. Кременки;Калужская область;11745;54.8863861;37.1169108
г. Долинск;Сахалинская область;11740;47.3255882;142.7946443
г. Бабаево;Вологодская область;11739;59.3891397;35.93776
станица Курская;Ставропольский край;11692;44.042508;44.4623763
посёлок Глебовский;Московская область;11678;55.9421104;36.7071367
пгт Ульяновка;Ленинградская область;11676;59.6362284;30.7579901
пгт Арти;Свердловская область;11657;56.422769;58.534808
пгт Богандинский рп;Тюменская область;11627;56.8928747;65.8914569
пгт Алексеевское;Республика Татарстан;11613;55.3070837;50.118974
село Пестрецы;Республика Татарстан;11601;55.7532665;49.6508412
станица Новоминская;Краснодарский край;11595;46.3161303;38.9526552
деревня Николо-Хованское;Москва;11590;55.595242;37.448806
г. Далматово;Курганская область;11584;56.2619775;62.9388144
пгт Черноморское;Республика Крым;11581;45.5094145;32.7036135
г. Чаплыгин;Липецкая область;11579;53.2405755;39.9670134
пгт Некрасовский рп;Московская область;11574;56.08666;37.49753
г. Чкаловск;Нижегородская область;11535;56.7651251;43.2421425
село Курсавка;Ставропольский край;11517;44.4535115;42.4931708
г. Торопец;Тверская область;11441;56.5012458;31.6355259
село Аллерой;Чеченская Республика;11436;43.2154174;46.2837367
пгт Жатай;Республика Саха (Якутия);11436;62.1639455;129.8413435
пгт Михнево рп;Московская область;11425;55.1210682;37.9588137
г. Сосенский;Калужская область;11413;54.0565918;35.9621281
пгт Краснобродский;Кемеровская область;11406;54.1583032;86.4422943
село Михайловка;Республика Башкортостан;11389;54.814191;55.8848501
село Аксай;Республика Дагестан;11380;43.374674;46.4460149
г. Закаменск;Республика Бурятия;11365;50.3726514;103.2868065
пгт Кадуй;Вологодская область;11343;59.1995356;37.1499969
пгт Светлый Яр рп;Волгоградская область;11322;48.4757348;44.7799923
станица Ханская;Республика Адыгея;11319;44.6747713;39.9611215
станица Октябрьская;Краснодарский край;11319;46.2796049;39.8134686
село Миасское;Челябинская область;11296;55.2821469;61.8915011
село Успенское;Краснодарский край;11286;44.8308328;41.3924546
пгт Комсомольский;Республика Мордовия;11255;54.4405075;45.8280052
станица Старомышастовская;Краснодарский край;11250;45.3402525;39.076881
село Красноусольский;Республика Башкортостан;11241;53.8940775;56.485574
станица Казанская;Краснодарский край;11234;45.408013;40.4411384
станица Лысогорская;Ставропольский край;11220;44.1048944;43.2746594
станица Новомышастовская;Краснодарский край;11218;45.1942522;38.5866535
пгт Грамотеино;Кемеровская область;11217;54.5163486;86.3734225
пгт Полазна;Пермский край;11200;58.2949213;56.4051544
поселок Володарский;Астраханская область;11200;46.4042862;48.5431477
село Богучаны;Красноярский край;11192;58.3799814;97.4450248
г. Сураж;Брянская область;11176;53.0169704;32.3938281
пгт Мга;Ленинградская область;11150;59.7525317;31.055914
рп Таловая;Воронежская область;11136;51.1193315;40.7253669
пгт Пангоды;Ямало-Ненецкий автономный округ;11132;65.8579843;74.4905208
село Леваши;Республика Дагестан;11128;42.431719;47.322952
посёлок Южный;Краснодарский край;11125;45.1623376;39.0227018
посёлок Тульский;Республика Адыгея;11114;44.509996;40.171887
пгт Первомайский;Забайкальский край;11112;51.6691974;115.6383434
г. Нариманов;Астраханская область;11104;46.6916195;47.850182
село Чугуевка;Приморский край;11101;44.1646124;133.8656552
село Сунжа;Республика Северная Осетия — Алания;11086;43.0657044;44.8152702
село Кармаскалы;Республика Башкортостан;11076;54.3626723;56.1592868
пгт Красногвардейское;Республика Крым;11073;45.4948359;34.2946458
г. Горнозаводск;Пермский край;11073;58.3742831;58.3231282
посёлок Новоорск;Оренбургская область;11071;51.381605;58.9861689
станица Пластуновская;Краснодарский край;11070;45.2945502;39.2654805
пгт Междуреченский;Ханты-Мансийский автономный округ — Югра;11067;59.5903912;65.9093328
пгт Ноглики;Сахалинская область;11066;51.7964084;143.13302
село Завьялово;Удмуртская Республика;11066;56.7863245;53.3741786
пгт Шамхал;Республика Дагестан;11057;43.0579407;47.3406744
г. Чулым;Новосибирская область;11034;55.0906087;80.9592709
село Гелдаган;Чеченская Республика;11021;43.2142917;46.0394156
г. Лихославль;Тверская область;11017;57.1222374;35.466806
село Самарское;Ростовская область;11015;46.936978;39.692995
пгт Атамановка;Забайкальский край;11014;51.9294031;113.6370181
г. Киренск;Иркутская область;10998;57.7758183;108.1109212
пгт Мокшан рп;Пензенская область;10997;53.4419154;44.6088941
пгт Зубова Поляна;Республика Мордовия;10996;54.0817752;42.8372217
г. Емва;Республика Коми;10994;62.59649;50.8731404
г. Звенигово;Республика Марий Эл;10994;55.9739363;48.0170564
г. Аркадак;Саратовская область;10990;51.9387462;43.4999365
г. Белоусово;Калужская область;10946;55.0956194;36.6776125
пгт Ровеньки;Белгородская область;10939;49.9291845;38.8661096
пгт Октябрьское;Республика Крым;10932;45.2923532;34.1318466
село Кизляр;Республика Северная Осетия — Алания;10923;43.7022081;44.5955701
село Мирное;Республика Крым;10921;44.979417;34.0656921
пгт Мамедкала;Республика Дагестан;10912;42.1701224;48.1192297
село Надтеречное;Чеченская Республика;10902;43.623491;45.339274
пгт Славянка;Приморский край;10895;42.8650057;131.3855955
пгт Алексеевка;Самарская область;10877;53.2506239;50.4904685
село Сотниково;Республика Бурятия;10871;51.8810575;107.4751877
станица Наурская;Чеченская Республика;10840;43.6498944;45.3093719
пгт Вычегодский;Архангельская область;10839;61.2478088;46.8824485
пгт Верхнеднепровский;Смоленская область;10831;54.9814825;33.3449149
станица Тамань;Краснодарский край;10827;45.215487;36.7184846
пгт Могойтуй;Забайкальский край;10809;51.2872774;114.9403033
г. Ермолино;Калужская область;10809;55.1971687;36.5951686
село Нижний-Нойбер;Чеченская Республика;10807;43.2701552;46.2770258
село Коркмаскала;Республика Дагестан;10805;43.0247335;47.2903585
пгт Любинский рп;Омская область;10803;55.1538068;72.692941
г. Александровск;Пермский край;10780;59.1613336;57.5764761
пгт Новоспасское рп;Ульяновская область;10780;53.1474499;47.7657059
село Бураево;Республика Башкортостан;10752;55.8437092;55.4075469
посёлок Увельский;Челябинская область;10747;54.4410977;61.3605412
станица Кривянская;Ростовская область;10720;47.3952116;40.1674625
рп Кантемировка;Воронежская область;10715;49.7021092;39.8541918
село Прасковея;Ставропольский край;10695;44.7447954;44.202392
село Чегем Второй;Кабардино-Балкарская Республика;10689;43.5961488;43.6040107
посёлок Акбулак;Оренбургская область;10688;51.0013333;55.6161528
г. Новая Ляля;Свердловская область;10684;59.0539259;60.5945478
пгт Первомайский рп;Тамбовская область;10674;53.2496318;40.285578
пгт Воротынск;Калужская область;10667;54.4689577;36.0423511
пгт Псебай;Краснодарский край;10666;44.1159983;40.7986812
станица Анастасиевская;Краснодарский край;10664;45.2156158;37.8946707
село Нежинка;Оренбургская область;10656;51.7664565;55.3632141
станица Нововеличковская;Краснодарский край;10654;45.2757392;38.840495
пгт Заречье рп;Московская область;10649;55.687949;37.396236
хутор Ленина;Краснодарский край;10644;45.019073;39.209459
пгт Киевский рп;Москва;10636;55.430317;36.867529
г. Невельск;Сахалинская область;10608;46.6527078;141.8631361
деревня Давыдово;Московская область;10601;55.6077027;38.8587391
пгт Альбурикент;Республика Дагестан;10600;42.9730197;47.4692398
село Нижний Саянтуй;Республика Бурятия;10580;51.723963;107.4874109
г. Заозерный;Красноярский край;10573;55.9617578;94.7091532
пгт Им. Морозова;Ленинградская область;10573;59.9745249;31.0350135
посёлок Гигант;Ростовская область;10572;46.5062645;41.3384513
село Выльгорт;Республика Коми;10564;61.6221853;50.7529006
пгт Советский;Республика Марий Эл;10564;56.7608437;48.4793312
пгт Благовещенка рп;Алтайский край;10558;52.8339626;79.8687759
пгт Иловля рп;Волгоградская область;10555;49.3012175;43.9827662
пгт Усть-Кинельский;Самарская область;10547;53.2685394;50.5865001
г. Тетюши;Республика Татарстан;10535;54.9366518;48.8314309
станица Александрийская;Ставропольский край;10525;44.2263686;43.3417996
пгт Вурнары;Чувашская Республика;10522;55.4902479;46.9581059
посёлок Сибирский;Алтайский край;10520;53.5611624;83.815586
пгт Уруссу;Республика Татарстан;10520;54.594466;53.4619055
г. Карабаш;Челябинская область;10514;55.4852541;60.2359149
г. Южно-Сухокумск;Республика Дагестан;10503;44.6601275;45.6499464
село Ленинаул;Республика Дагестан;10494;43.0951126;46.5736335
г. Старый Крым;Республика Крым;10470;45.0291074;35.09002
рп Коноша;Архангельская область;10470;60.9735206;40.2565774
село Икряное;Астраханская область;10452;46.0915219;47.7280088
село Гайдук;Краснодарский край;10450;44.7836983;37.6992457
г. Называевск;Омская область;10434;55.5688824;71.3502996
село Смоленка;Забайкальский край;10429;52.1428423;113.5131166
пгт Волоконовка;Белгородская область;10426;50.486166;37.841127
поселок Русский;Приморский край;10424;43.0170989;131.9062717
село Поспелиха;Алтайский край;10423;51.9828781;81.8278358
пгт Ишеевка рп;Ульяновская область;10411;54.4300984;48.2567446
г. Судогда;Владимирская область;10408;55.9497797;40.8562246
пгт Андреевка рп;Московская область;10397;55.980951;37.130937
г. Вытегра;Вологодская область;10386;61.0062768;36.4494359
пгт Эльбан;Хабаровский край;10382;50.0923754;136.5043108
г. Нязепетровск;Челябинская область;10379;56.0537388;59.6096125
село Варна;Челябинская область;10365;53.382219;60.9754392
пгт Загорянский дп;Московская область;10358;55.9273125;37.913204
пгт Шерловая Гора;Забайкальский край;10335;50.5240582;116.3187223
г. Кораблино;Рязанская область;10334;53.9246459;40.0228608
село Толстой-Юрт;Чеченская Республика;10318;43.4453239;45.7779211
станица Сторожевая;Карачаево-Черкесская Республика;10315;43.8867759;41.4529002
посёлок Целина;Ростовская область;10303;46.5364864;41.0295108
г. Михайлов;Рязанская область;10303;54.2296594;39.0089977
село Сунтар;Республика Саха (Якутия);10302;62.1605346;117.6475032
г. Балей;Забайкальский край;10286;51.5823213;116.6378924
г. Юрюзань;Челябинская область;10284;54.8545792;58.4227313
село Бакалы;Республика Башкортостан;10282;55.179619;53.7955899
станица Тацинская;Ростовская область;10276;48.1927377;41.2833169
посёлок Знаменский;Краснодарский край;10248;45.054047;39.150206
г. Печоры;Псковская область;10247;57.8146275;27.6223949
село Чурапча;Республика Саха (Якутия);10235;61.9965931;132.4404364
пгт Первомайский рп;Тульская область;10234;54.0364215;37.5038945
пгт Усть-Донецкий;Ростовская область;10203;47.6406452;40.8657709
село Новые-Атаги;Чеченская Республика;10203;43.1321714;45.7754919
станица Старонижестеблиевская;Краснодарский край;10196;45.3795513;38.4394969
село Илек;Оренбургская область;10191;51.5274425;53.3895185
пгт Новосемейкино;Самарская область;10185;53.3754184;50.3474344
станица Кавказская;Краснодарский край;10177;45.4435993;40.6725089
пгт Новомихайловский кп;Краснодарский край;10168;44.2524875;38.84655
г. Ворсма;Нижегородская область;10162;55.9900857;43.271864
пгт Грэсовский;Республика Крым;10156;45.0075607;34.0274743
село Октябрьское;Республика Северная Осетия — Алания;10149;43.0568678;44.7479999
село Кандры;Республика Башкортостан;10138;54.5528271;54.1079359
г. Нюрба;Республика Саха (Якутия);10138;63.2828167;118.3242111
село Губден;Республика Дагестан;10135;42.5647568;47.5648694
г. Щелкино;Республика Крым;10131;45.429063;35.824849
поселок Кез;Удмуртская Республика;10131;57.8954663;53.7119456
село Черниговка;Приморский край;10124;44.3357827;132.584928
г. Сорск;Республика Хакасия;10124;54.0002213;90.2595362
г. Верхний Тагил;Свердловская область;10113;57.3764301;59.9516631
г. Горняк;Алтайский край;10112;50.997888;81.4642742
пгт Панковка рп;Новгородская область;10109;58.4936156;31.2028274
село Белый Яр;Республика Хакасия;10107;53.5967591;91.3831676
село Чиркей;Республика Дагестан;10098;42.9619962;46.9776845
пгт Черлак рп;Омская область;10098;54.1551444;74.8044777
пгт Вербилки рп;Московская область;10089;56.527977;37.607008
село Аргаяш;Челябинская область;10084;55.4885901;60.8760921
пгт Лесной рп;Московская область;10082;56.0804067;37.927969
г. Камбарка;Удмуртская Республика;10080;56.2661087;54.1933587
пгт Ракитное;Белгородская область;10048;50.8341295;35.8328175
пгт Правдинский рп;Московская область;10046;56.055861;37.854484
посёлок Троицкий;Свердловская область;10045;57.0604762;63.7419345
село Султан-Янги-Юрт;Республика Дагестан;10043;43.221951;46.867384
г. Вилюйск;Республика Саха (Якутия);10032;63.7516474;121.6273185
г. Эртиль;Воронежская область;10024;51.8310021;40.8074241
г. Кемь;Республика Карелия;10018;64.954405;34.5948717
село Яндаре;Республика Ингушетия;9999;43.2735825;44.9121755
село Джалка;Чеченская Республика;9999;43.3220547;45.9952358
г. Малая Вишера;Новгородская область;9996;58.8458726;32.2246693
село Барда;Пермский край;9972;56.9272348;55.5914645
село Кенже;Кабардино-Балкарская Республика;9969;43.496984;43.5530401
пгт Хор;Хабаровский край;9952;47.8852453;134.9573629
пгт Озерный;Тверская область;9951;57.8696381;33.6927767
г. Окуловка;Новгородская область;9949;58.3910081;33.2902998
г. Хилок;Забайкальский край;9948;51.3634431;110.459139
село Толбазы;Республика Башкортостан;9946;54.0133678;55.8889445
г. Снежногорск;Мурманская область;9942;69.1920969;33.2383187
г. Опочка;Псковская область;9928;56.7107719;28.6716253
село Намцы;Республика Саха (Якутия);9925;62.7194023;129.6616708
г. Дигора;Республика Северная Осетия — Алания;9922;43.1567618;44.1551309
г. Таруса;Калужская область;9918;54.7236058;37.1670569
пгт Прогресс;Амурская область;9918;49.742924;129.676033
село  Буздяк;Республика Башкортостан;9915;54.5704581;54.5338544
пгт Шерегеш;Кемеровская область;9911;52.9212267;87.989467
село Актаныш;Республика Татарстан;9905;55.7232732;54.0497816
пгт Пограничный;Приморский край;9902;44.4081071;131.3790798
г. Тюкалинск;Омская область;9894;55.8704699;72.1954829
г. Задонск;Липецкая область;9887;52.4004907;38.9204593
станица Советская;Краснодарский край;9882;44.7740752;41.1742953
посёлок Большой Исток;Свердловская область;9881;56.7212899;60.7696645
пгт Залари рп;Иркутская область;9879;53.5534447;102.4970798
пгт Знаменка;Орловская область;9871;52.8923994;35.9731574
г. Ивангород;Ленинградская область;9861;59.3766122;28.2231959
пгт Богородское рп;Московская область;9860;56.496115;38.180097
пгт Никель;Мурманская область;9858;69.4100371;30.210126
п. Залукокоаже;Кабардино-Балкарская Республика;9849;43.9008181;43.2199323
пгт Куйтун рп;Иркутская область;9838;54.3237921;101.5081197
село Нагаево;Республика Башкортостан;9820;54.6228953;56.1090759
пгт Лопатино рп;Московская область;9814;55.52861;37.646417
село Шипуново;Алтайский край;9810;52.2200147;82.2584301
станица Ассиновская;Чеченская Республика;9809;43.243613;45.1834859
село Кушнаренково;Республика Башкортостан;9801;55.1049401;55.3541071
пгт Сулак;Республика Дагестан;9793;43.2463522;47.4754388
пгт Прохоровка;Белгородская область;9790;51.0343709;36.7332157
село Винсады;Ставропольский край;9785;44.0855356;42.9592774
село Хасанья;Кабардино-Балкарская Республика;9772;43.4334723;43.576227
г. Зуевка;Кировская область;9767;58.4032297;51.1331433
г. Михайловск;Свердловская область;9756;56.4370705;59.1138506
село Хороль;Приморский край;9742;44.4273668;132.074934
село Юца;Ставропольский край;9736;43.9822469;43.0120385
г. Чадан;Республика Тыва;9732;51.2844579;91.5789893
село Дылым;Республика Дагестан;9731;43.070787;46.637188
пгт Большеречье рп;Омская область;9731;56.099857;74.6451843
посёлок Отрадное;Воронежская область;9709;51.6718356;39.3118635
г. Володарск;Нижегородская область;9705;56.2170206;43.1597766
пгт Нижняя Мактама;Республика Татарстан;9695;54.8622159;52.4269475
пгт Мошково рп;Новосибирская область;9691;55.3052342;83.6086529
пгт Первомайский;Челябинская область;9691;54.866519;61.1703463
станица Червленная;Чеченская Республика;9683;43.5027109;45.885417
станица Ивановская;Краснодарский край;9669;45.269325;38.4652476
г. Белая Холуница;Кировская область;9659;58.8414441;50.8462236
пгт Тяжинский;Кемеровская область;9658;56.111272;88.5213239
г. Анива;Сахалинская область;9638;46.7132593;142.5267017
пгт Редкино;Тверская область;9634;56.6498752;36.2946798
село Валерик;Чеченская Республика;9626;43.1785986;45.4071399
пгт Земетчино рп;Пензенская область;9622;53.493771;42.629076
г. Завитинск;Амурская область;9615;50.1065631;129.4392892
станица Марьинская;Ставропольский край;9613;43.8793873;43.4858887
посёлок Новинки;Нижегородская область;9606;56.204794;43.879953
село Большая Глушица;Самарская область;9583;52.392779;50.4719565
хутор Трудобеликовский;Краснодарский край;9580;45.2688802;38.1592549
пгт Мурмаши;Мурманская область;9568;68.8152318;32.8123859
пгт Ветлужский;Костромская область;9548;58.3917363;45.4673893
село Шира;Республика Хакасия;9545;54.4872792;89.962873
г. Дорогобуж;Смоленская область;9528;54.9137573;33.3023998
село Красногвардейское;Республика Адыгея;9516;45.1436262;39.5895876
село Средняя Елюзань;Пензенская область;9505;53.0295171;45.9510437
пгт Советский;Республика Крым;9498;45.3404417;34.9290585
г. Болхов;Орловская область;9495;53.4439703;36.0078053
посёлок Погар;Брянская область;9484;52.5542392;33.2631079
деревня Кисловка;Томская область;9482;56.4130683;84.8706783
село Некрасовка;Хабаровский край;9479;48.3496989;135.2359454
п. Балакирево;Владимирская область;9474;56.5061716;38.8411059
пгт Чамзинка;Республика Мордовия;9464;54.4006039;45.7735872
посёлок Куеда;Пермский край;9457;56.4300856;55.5912902
пгт Ордынское рп;Новосибирская область;9455;54.3670931;81.8996106
село Супонево;Брянская область;9450;53.2080785;34.3196989
посёлок Отрадное;Московская область;9445;55.8727189;37.3200536
пгт Башмаково рп;Пензенская область;9414;53.21162;43.036642
пгт Гурзуф;Республика Крым;9412;44.547307;34.2914661
станица Константиновская;Ставропольский край;9412;44.0474124;43.1570943
г. Змеиногорск;Алтайский край;9410;51.1582201;82.1871572
село Долгодеревенское;Челябинская область;9407;55.3432191;61.3410101
пгт Молодежное;Республика Крым;9387;45.0056834;34.0539383
село Эндирей;Республика Дагестан;9373;43.1831636;46.6610573
пгт Муромцево рп;Омская область;9373;56.3712226;75.2364344
пгт Бисерть;Свердловская область;9365;56.8622605;59.0507022
пгт Верхняя Синячиха;Свердловская область;9362;57.983401;61.665526
пгт Серышево;Амурская область;9345;51.092482;128.382123
г. Болохово;Тульская область;9339;54.0820789;37.8267952
пгт Онохой;Республика Бурятия;9323;51.9266782;108.0661398
г. Вуктыл;Республика Коми;9322;63.8614446;57.3164541
село Верхнеяркеево;Республика Башкортостан;9317;55.4514569;54.3089379
поселок Юго-Камский;Пермский край;9310;57.7063295;55.5868968
посёлок Володарского;Московская область;9306;55.5025986;37.9430495
г. Гаджиево;Мурманская область;9297;69.2490793;33.3153536
посёлок Тюльган;Оренбургская область;9297;52.3410825;56.1571169
пгт Магдагачи;Амурская область;9295;53.450615;125.816961
село Екатеринославка;Амурская область;9291;50.3722364;129.1192931
г. Суздаль;Владимирская область;9286;56.4274679;40.4525414
посёлок Веселый;Ростовская область;9284;47.0913597;40.7407844
поселок Кизнер;Удмуртская Республика;9284;56.2835539;51.5165617
посёлок Пригородный;Оренбургская область;9274;51.7673892;55.2823844
пгт Яя;Кемеровская область;9273;56.2093929;86.4372165
г. Кувшиново;Тверская область;9262;57.0264295;34.1675909
пгт Нарышкино;Орловская область;9257;52.9659011;35.7254238
г. Неман;Калининградская область;9255;55.0315692;22.0323127
посёлок Чертково;Ростовская область;9247;49.381932;40.1537255
село Толмачево;Новосибирская область;9242;54.978981;82.7342446
пгт Аксубаево;Республика Татарстан;9242;54.8476814;50.8027879
станица Калиновская;Чеченская Республика;9239;43.574215;45.5212978
