name;region;population;lat;lon
г. Бодайбо;Иркутская область;8921;57.8468765;114.186623
пгт Новокручининский;Забайкальский край;8917;51.7622569;113.814248
село Борское;Самарская область;8916;53.025415;51.6989348
посёлок Горки-10;Московская область;8911;55.702691;37.023534
село Аргудан;Кабардино-Балкарская Республика;8910;43.4169355;43.910951
г. Краснослободск;Республика Мордовия;8910;54.4249405;43.7844974
г. Рудня;Смоленская область;8908;54.9441983;31.0794574
село Михайловское;Алтайский край;8907;51.8190732;79.7106656
г. Заволжск;Ивановская область;8896;57.4917659;42.1374194
пгт Шатки;Нижегородская область;8893;55.1881259;44.1279631
село Мысхако;Краснодарский край;8876;44.6572942;37.7605108
посёлок Лев Толстой;Липецкая область;8875;53.212168;39.4470833
село Баклаши;Иркутская область;8869;52.2257565;104.0488212
село Левокумское;Ставропольский край;8859;44.822971;44.6601532
г. Ардатов;Республика Мордовия;8857;54.8465347;46.2411995
пгт Ашукино дп;Московская область;8855;56.161893;37.945159
г. Александровск-Сахалинский;Сахалинская область;8854;50.8974526;142.157829
г. Каргополь;Архангельская область;8849;61.500842;38.9637077
село Гвардейское;Чеченская Республика;8836;43.6727947;44.966811
станица Вешенская;Ростовская область;8828;49.6316446;41.7283972
пгт Богатые Сабы;Республика Татарстан;8828;56.017825;50.44529
село Сергокала;Республика Дагестан;8803;42.4543245;47.6628201
посёлок Бреды;Челябинская область;8792;52.422263;60.3368885
пгт Октябрьский;Белгородская область;8785;50.4357451;36.3507885
пгт Роза;Челябинская область;8780;54.9156817;61.457383
село Ахмат-Юрт;Чеченская Республика;8778;43.2223312;46.2489719
село Александров Гай;Саратовская область;8772;50.1437332;48.5857897
село Песчанокопское;Ростовская область;8765;46.1709117;41.0751235
село Акъяр;Республика Башкортостан;8760;51.863677;58.217246
станица Фастовецкая;Краснодарский край;8729;45.9173266;40.1521028
село Бичура;Республика Бурятия;8728;50.5886672;107.5969702
село Камень-Рыболов;Приморский край;8723;44.7400918;132.0421814
село Солдато-Александровское;Ставропольский край;8721;44.2630236;43.7548782
аул Псыж;Карачаево-Черкесская Республика;8720;44.2350106;42.0157777
село Шамхал-Термен;Республика Дагестан;8719;43.034522;47.3139603
посёлок Баранчинский;Свердловская область;8701;58.162194;59.6965354
село Зубово;Республика Башкортостан;8691;54.6180115;55.907477
село Кабардинка;Краснодарский край;8690;44.651476;37.938288
пгт Обухово рп;Московская область;8689;55.4892364;36.6480857
село Покровка;Приморский край;8687;43.9508747;131.6355913
посёлок Суземка;Брянская область;8672;52.3158188;34.0799301
г. Тотьма;Вологодская область;8669;59.9735757;42.7589109
село Павловская Слобода;Московская область;8668;55.814342;37.081543
посёлок Васильково;Калининградская область;8667;54.7435734;20.5827163
пгт Морки;Республика Марий Эл;8667;56.4288692;48.998715
пгт Углеуральский;Пермский край;8666;58.9405977;57.5870001
г. Белинский;Пензенская область;8656;52.9640714;43.4183148
поселок Плеханово;Тульская область;8652;54.1918898;37.6153644
село Хоринск;Республика Бурятия;8650;52.161405;109.7750671
г. Серафимович;Волгоградская область;8633;49.5662844;42.7359498
г. Бирюсинск;Иркутская область;8632;55.9609285;97.8204071
пгт Тымовское;Сахалинская область;8629;50.8474923;142.6640969
село Заброды;Воронежская область;8626;50.413453;41.043265
село Михайловка;Приморский край;8618;43.9256437;132.0039104
село Комсомольское;Республика Дагестан;8613;43.1967502;46.8976814
поселок Мегет;Иркутская область;8605;52.418255;104.056913
пгт Быково рп;Московская область;8594;55.629035;38.0708229
село Большеустьикинское;Республика Башкортостан;8591;55.9497119;58.2671739
станица Нижнебаканская;Краснодарский край;8590;44.866611;37.8665691
село Покойное;Ставропольский край;8584;44.8097338;44.2459987
пгт Черноморский;Краснодарский край;8574;44.8480033;38.4980276
г. Волчанск;Свердловская область;8573;59.9351719;60.0798847
пгт Локомотивный;Челябинская область;8559;53.0451319;60.6139527
г. Верхняя Тура;Свердловская область;8554;58.3643476;59.8266368
село Киргиз-Мияки;Республика Башкортостан;8535;53.6308337;54.8036237
село Баксаненок;Кабардино-Балкарская Республика;8531;43.6961372;43.6552476
село Муцалаул;Республика Дагестан;8530;43.269089;46.7313069
г. Микунь;Республика Коми;8527;62.3579077;50.0719244
г. Кирс;Кировская область;8520;59.33997;52.2414253
станица Родниковская;Краснодарский край;8517;44.7659489;40.6593546
пгт Марьяновка рп;Омская область;8515;54.9616429;72.6432778
Верхние Ачалуки;Республика Ингушетия;8506;43.3476541;44.7019208
г. Петухово;Курганская область;8502;55.0650223;67.887357
рп Рамонь;Воронежская область;8500;51.9110482;39.3330093
г. Миньяр;Челябинская область;8500;55.070961;57.5484366
село Сармаково;Кабардино-Балкарская Республика;8498;43.7404215;43.1954818
пгт Ясногорск;Забайкальский край;8493;50.8739558;115.6919581
пгт Малышева;Свердловская область;8490;57.1053014;61.4150491
село Култаево;Пермский край;8476;57.8937927;55.9342434
село Волчиха;Алтайский край;8470;52.0195954;80.3651069
посёлок Локоть;Брянская область;8469;52.5609693;34.576992
посёлок Переволоцкий;Оренбургская область;8467;51.8756377;54.190413
село Михайловское;Республика Северная Осетия — Алания;8460;43.1001169;44.6324889
пгт Сосновское;Нижегородская область;8456;55.8042973;43.1683978
г. Сольцы;Новгородская область;8449;58.1201114;30.3093037
г. Уржум;Кировская область;8448;57.1096447;50.0057438
село Кетово;Курганская область;8447;55.350284;65.330446
посёлок Мулино;Нижегородская область;8446;56.3166008;42.9467771
пгт Поварово дп;Московская область;8445;56.070877;37.057373
посёлок Тазовский;Ямало-Ненецкий автономный округ;8441;67.474257;78.714327
пгт Варгаши;Курганская область;8435;55.3740502;65.8090273
г. Сосновка;Кировская область;8428;56.2533838;51.2834974
поселок Солнечный;Красноярский край;8428;55.2799566;89.825436
пгт Суксун;Пермский край;8404;57.145019;57.3881376
село Вольно-Надеждинское;Приморский край;8403;43.368024;132.017178
г. Олекминск;Республика Саха (Якутия);8398;60.3758299;120.406085
посёлок Мичуринский;Свердловская область;8394;56.7906245;60.4728328
село Кожевниково;Томская область;8393;56.2595767;83.9689397
г. Харовск;Вологодская область;8389;59.9477575;40.2000112
г. Белозерск;Вологодская область;8375;60.0307953;37.7890155
село Доргели;Республика Дагестан;8375;42.6661787;47.29358
посёлок Романовка;Ленинградская область;8370;60.045679;30.701451
г. Комсомольск;Ивановская область;8364;57.0274378;40.3776619
г. Гремячинск;Пермский край;8360;58.5625994;57.8520359
посёлок Тарасовский;Ростовская область;8358;48.72927;40.3653073
село Мариинский;Республика Башкортостан;8356;53.6346336;55.8591184
село Ивановское;Ставропольский край;8354;44.5815517;41.8782695
село Коноково;Краснодарский край;8353;44.8604916;41.3242931
село Лямбирь;Республика Мордовия;8346;54.2827324;45.121895
село Бердыкель;Чеченская Республика;8346;43.2641604;45.8259721
г. Питкяранта;Республика Карелия;8340;61.5757784;31.4640251
село Кош-Агач;Республика Алтай;8334;49.9965086;88.6617476
г. Ельня;Смоленская область;8332;54.5837024;33.1749971
село Ножай-Юрт;Чеченская Республика;8330;43.0964902;46.3769457
станица Смоленская;Краснодарский край;8327;44.7812961;38.8020648
г. Липки;Тульская область;8325;53.9418272;37.7018693
село Верх-Тула;Новосибирская область;8324;54.8807039;82.7724146
г. Каргат;Новосибирская область;8316;55.1945401;80.2830997
село Нижняя Тавда;Тюменская область;8316;57.6672052;66.1773289
г. Мамоново;Калининградская область;8314;54.464546;19.9455317
посёлок Старый Городок;Московская область;8313;55.6016316;36.6928607
деревня Грановщина;Иркутская область;8302;52.473821;104.29047
село Исетское;Тюменская область;8290;56.4846352;65.323746
посёлок Адамовка;Оренбургская область;8288;51.51968;59.9358699
станица Михайловская;Краснодарский край;8286;45.008183;40.589217
г. Городовиковск;Республика Калмыкия;8285;46.087488;41.9354798
г. Болгар;Республика Татарстан;8285;54.9748591;49.0302714
село Столбище;Республика Татарстан;8285;55.6426189;49.21735
село Мельниково;Томская область;8274;56.5561055;84.0799471
пгт Яйва;Пермский край;8269;59.3264328;57.2553562
пгт Ярославский;Приморский край;8269;44.1853354;132.2249132
пгт Глубокий;Ростовская область;8266;48.5253484;40.3317057
село Кочубей;Республика Дагестан;8265;44.3920492;46.5459065
пгт Каргаполье;Курганская область;8265;55.955015;64.433883
г. Нолинск;Кировская область;8262;57.559657;49.9357836
станица Архонская;Республика Северная Осетия — Алания;8258;43.108389;44.5134447
г. Щучье;Курганская область;8252;55.2088135;62.7478816
село Мамонтово;Алтайский край;8251;52.7083839;81.6275415
село Гизель;Республика Северная Осетия — Алания;8234;43.0423065;44.5698906
станица Роговская;Краснодарский край;8233;45.729491;38.7381721
пгт Крестцы рп;Новгородская область;8221;58.2467968;32.5135518
поселок Абан;Красноярский край;8207;56.6768025;96.066308
г. Медынь;Калужская область;8200;54.9690537;35.8872647
село Красный Яр;Самарская область;8185;53.4980614;50.3892564
пгт Сернур;Республика Марий Эл;8183;56.9355013;49.1459869
пгт Балтаси;Республика Татарстан;8180;56.343114;50.222059
пгт Нижнегорский;Республика Крым;8178;45.4498223;34.7344972
станица Новотроицкая;Ставропольский край;8176;45.363829;41.5302927
г. Наволоки;Ивановская область;8167;57.4677494;41.960859
станица Архангельская;Краснодарский край;8163;45.67476;40.2817406
поселок Дубовка;Тульская область;8159;53.9209587;38.100576
село Чермен;Республика Северная Осетия — Алания;8156;43.1517737;44.7115351
пгт Тисуль;Кемеровская область;8153;55.7600154;88.311668
село Енотаевка;Астраханская область;8140;47.2437657;47.0300108
пгт Рощинский;Самарская область;8128;53.051227;50.495061
поселок Тавричанка;Приморский край;8108;43.324669;131.863548
село Абатское;Тюменская область;8094;56.2864487;70.4490937
станица Темиргоевская;Краснодарский край;8084;45.1107949;40.286472
село Майя;Республика Саха (Якутия);8075;61.7376051;130.2894553
поселок Сылва;Пермский край;8066;58.0305856;56.746339
пгт Каменка;Воронежская область;8057;50.7102638;39.4266513
пгт Смирных;Сахалинская область;8050;49.7459334;142.8353106
пгт Заветы Ильича;Хабаровский край;8050;49.0363099;140.269039
посёлок Персиановский;Ростовская область;8047;47.511515;40.1097947
село Муслюмово;Республика Татарстан;8043;55.3045111;53.189936
г. Углегорск;Сахалинская область;8041;49.0816208;142.0693748
деревня Голубое;Московская область;8039;55.984081;37.100297
станица Гребенская;Чеченская Республика;8035;43.531017;46.3719075
пгт Кировский;Приморский край;8033;45.091936;133.4987815
село Ермаковское;Красноярский край;8030;53.2757119;92.3912009
пгт Актюбинский;Республика Татарстан;8022;54.813677;52.810905
г. Нижние Серги;Свердловская область;8009;56.654536;59.2951639
пгт Новый Кяхулай;Республика Дагестан;8002;42.9365952;47.5224754
пгт Чаны рп;Новосибирская область;8000;55.3092135;76.7613906
п. Красная Горбатка;Владимирская область;7998;55.8699336;41.7721478
село Иволгинск;Республика Бурятия;7994;51.7459672;107.2754594
село Смоленское;Алтайский край;7992;52.3027106;85.0812314
село Кака-Шура;Республика Дагестан;7986;42.655463;47.387636
пгт Колышлей рп;Пензенская область;7978;52.7016783;44.5345634
село Лузино;Омская область;7973;54.9481139;73.0314946
станица Воронежская;Краснодарский край;7970;45.2141117;39.5635032
пгт Им. Карла Либкнехта;Курская область;7969;51.6188701;35.4770872
г. Облучье;Еврейская автономная область;7959;49.0189069;131.0539758
пгт Смышляевка;Самарская область;7958;53.2529671;50.3925315
пгт Красная Яруга;Белгородская область;7957;50.801297;35.656631
село Ново-Талицы;Ивановская область;7955;57.0070995;40.854888
рп Хохольский;Воронежская область;7954;51.5777967;38.7865594
пгт Свободный;Свердловская область;7942;58.0370355;60.3889861
село Цибанобалка;Краснодарский край;7923;44.8948984;37.3162896
г. Инсар;Республика Мордовия;7920;53.8770238;44.3697542
пгт Белый Яр рп;Томская область;7920;58.4426397;85.0473223
г. Ядрин;Чувашская Республика;7918;55.9406061;46.2020693
посёлок Западный;Челябинская область;7916;55.1131394;61.2745986
г. Юрьевец;Ивановская область;7899;57.3178419;43.1109647
село Тоцкое;Оренбургская область;7892;52.5252448;52.7445226
пгт Переяславка;Хабаровский край;7892;47.9976988;135.0888323
г. Советск;Тульская область;7889;53.9337354;37.6315146
село Орел-Изумруд;Краснодарский край;7874;43.455325;39.9201186
пгт Токсово;Ленинградская область;7869;60.1602169;30.5318695
г. Западная Двина;Тверская область;7869;56.2567388;32.0804461
г. Мариинский Посад;Чувашская Республика;7851;56.1119751;47.7142588
г. Дно;Псковская область;7850;57.8268333;29.962979
село Домодедово;Московская область;7848;55.4625837;37.6999947
пгт Выездное;Нижегородская область;7846;55.3823357;43.7814218
посёлок Новосиньково;Московская область;7844;56.378194;37.32916
г. Устюжна;Вологодская область;7843;58.8383627;36.4424779
посёлок Новосадовый;Белгородская область;7833;50.6448657;36.6827007
пгт Массандра;Республика Крым;7817;44.5147065;34.185992
г. Нея;Костромская область;7816;58.2944319;43.8781426
село Чесноковка;Республика Башкортостан;7815;54.6120868;55.9376595
село Кахун;Кабардино-Балкарская Республика;7814;43.5387265;43.8784602
пгт  Архара;Амурская область;7813;49.4222504;130.0871124
поселок Товарковский;Тульская область;7813;53.6808198;38.205573
село Топчиха;Алтайский край;7812;52.8205242;83.1213887
рп Новохопёрский;Воронежская область;7809;51.0810941;41.5679742
г. Городище;Пензенская область;7796;53.2727988;45.7026947
деревня Сабурово;Московская область;7794;55.882144;37.264067
село Грабово;Пензенская область;7792;53.3772957;45.0633992
село Бено-Юрт;Чеченская Республика;7792;43.6892236;45.0501239
г. Козловка;Чувашская Республика;7781;55.8405726;48.257817
деревня Родина;Псковская область;7772;57.8317899;28.2547073
село Краснохолмский;Республика Башкортостан;7767;55.9832835;55.048704
посёлок Яшкуль;Республика Калмыкия;7763;46.1717292;45.3407182
г. Заозерск;Мурманская область;7762;69.4003667;32.4501937
село Тербуны;Липецкая область;7760;52.1475164;38.2799812
село Рождествено;Московская область;7747;55.852962;37.0533097
пгт Звездный городок;Московская область;7738;55.877183;38.109202
пгт Инжавино рп;Тамбовская область;7738;52.3207015;42.4882573
село Троицкое;Омская область;7729;54.8660772;73.3021943
пгт Волжский;Самарская область;7727;53.4261421;50.1213899
село Аскиз;Республика Хакасия;7722;53.131948;90.5337504
пгт Рыздвяный рп;Ставропольский край;7719;45.2637716;41.842006
посёлок Салым;Ханты-Мансийский автономный округ — Югра;7719;60.0745511;71.4633287
пгт Лесной;Рязанская область;7718;54.2158709;40.4723818
село Новый Чиркей;Республика Дагестан;7708;43.1608595;47.0536858
г. Беломорск;Республика Карелия;7708;64.537889;34.7799577
село Аскино;Республика Башкортостан;7704;56.085552;56.5788033
посёлок Ждановский;Нижегородская область;7701;56.2101988;44.1016705
посёлок Воля;Воронежская область;7697;51.752869;39.502723
пгт Озинки рп;Саратовская область;7690;51.1990501;49.7291406
село Новое Шигалеево;Республика Татарстан;7685;55.815014;49.455148
село Исянгулово;Республика Башкортостан;7682;52.1900872;56.5829923
г. Ветлуга;Нижегородская область;7681;57.8558578;45.7762904
посёлок Большевик;Московская область;7679;54.903324;37.3609708
г. Олонец;Республика Карелия;7663;60.9793289;32.9725522
г. Никольск;Вологодская область;7661;59.5351389;45.4575489
пгт Оловянная;Забайкальский край;7646;50.9421926;115.575674
пгт Новоселье;Ленинградская область;7643;59.809048;30.077554
село Якшур-Бодья;Удмуртская Республика;7638;57.1855048;53.1594938
хутор Старая Станица;Ростовская область;7633;48.405831;39.938641
село Анзорей;Кабардино-Балкарская Республика;7631;43.354566;43.940087
станица Переясловская;Краснодарский край;7620;45.8409362;39.0218517
пгт Максатиха;Тверская область;7620;57.7934613;35.8752974
посёлок Березовый;Краснодарский край;7605;45.152797;38.991896
село Малая Пурга;Удмуртская Республика;7604;56.5557801;52.9988653
село Барсуки;Республика Ингушетия;7601;43.2609478;44.8092394
пгт Белореченский рп;Иркутская область;7598;52.813657;103.526348
пгт Рыбная Слобода;Республика Татарстан;7590;55.4525476;50.1481581
село Дуба-Юрт;Чеченская Республика;7584;43.0396803;45.7293275
станица Кардоникская;Карачаево-Черкесская Республика;7582;43.8627109;41.7166036
пгт Саргатское рп;Омская область;7579;55.6106228;73.4965591
г. Починок;Смоленская область;7575;54.4062854;32.4396891
село Мартан-Чу;Чеченская Республика;7571;43.060599;45.5566405
пгт Горный;Забайкальский край;7565;51.5554883;113.0369491
станица Преградная;Карачаево-Черкесская Республика;7553;43.952445;41.190232
пгт Приобье;Ханты-Мансийский автономный округ — Югра;7550;62.5373994;65.6282979
село Азово;Омская область;7545;54.704565;73.0237836
село Ребриха;Алтайский край;7544;53.0745515;82.3388958
пгт Дубровка;Ленинградская область;7544;59.8445077;30.9344514
г. Сычевка;Смоленская область;7544;55.8309066;34.2778002
посёлок Каменка;Ленинградская область;7542;60.446794;29.085724
село Подгородняя Покровка;Оренбургская область;7538;51.831963;54.976148
пгт Сосновка рп;Тамбовская область;7517;53.2329476;41.368191
село Верхний Мамон;Воронежская область;7505;50.1709878;40.401132
пгт Первомайское;Республика Крым;7499;45.716188;33.8576718
пгт Михайловка рп;Иркутская область;7489;52.95541;103.294022
село Ытык-Кюёль;Республика Саха (Якутия);7472;62.3606833;133.5598036
пгт Звездный;Пермский край;7469;57.7349223;56.3163952
село Каскара;Тюменская область;7467;57.1780097;65.9234514
село Ярково;Тюменская область;7458;57.4024715;67.0700511
посёлок Октябрьский;Новосибирская область;7448;55.1689382;83.1579072
село Никольское;Белгородская область;7443;50.4411799;36.5789122
поселок Ленинский;Тульская область;7442;54.1918898;37.6153644
пгт Дубинино гп;Красноярский край;7440;55.6251956;89.0934451
село Петропавловка;Республика Бурятия;7438;50.6099726;105.3176464
пгт Крапивинский;Кемеровская область;7437;55.0055448;86.7997194
пгт Оричи;Кировская область;7437;58.4014212;49.0596383
пгт Краснозатонский;Республика Коми;7436;61.6780577;50.9881702
село Родино;Алтайский край;7435;52.4951661;80.2055549
г. Новая Ладога;Ленинградская область;7432;60.1099983;32.3140783
село Хаджалмахи;Республика Дагестан;7429;42.416634;47.177392
пгт Таксимо;Республика Бурятия;7427;56.366156;114.8336835
село Первомайское;Республика Дагестан;7418;42.4952021;47.8944363
село Шаркан;Удмуртская Республика;7417;57.301127;53.8713037
село Новоселицкое;Ставропольский край;7416;44.7512921;43.4334159
посёлок Белые Берега;Брянская область;7412;53.2072479;34.6628394
село Дышне-Ведено;Чеченская Республика;7411;42.9611403;46.1179049
село Яр-Сале;Ямало-Ненецкий автономный округ;7410;66.8611361;70.8393501
село Каргасок;Томская область;7408;59.0566952;80.8607223
пгт Дергачи рп;Саратовская область;7406;51.236007;48.762756
село Николаевка;Ростовская область;7404;47.291145;38.844833
пгт Красносельский;Краснодарский край;7400;45.3913655;40.5997885
пгт Кяхулай;Республика Дагестан;7398;42.9632551;47.4822166
село Тамбовка;Амурская область;7394;50.0990556;128.0608873
посёлок Рощино;Челябинская область;7394;55.3106018;61.263409
пгт Томаровка;Белгородская область;7394;50.6823645;36.2352054
село Усады;Республика Татарстан;7388;55.6791078;49.2193693
посёлок Светлый;Томская область;7388;56.578536;85.103169
село Инарки;Республика Ингушетия;7383;43.4690204;44.5524802
рп Черёмушки;Республика Хакасия;7382;52.8506022;91.4198738
село Чикола;Республика Северная Осетия — Алания;7366;43.1948851;43.9206917
пгт Ленино;Республика Крым;7362;45.2948019;35.7714081
пгт Шолоховский;Ростовская область;7358;48.2804633;41.0429753
г. Пудож;Республика Карелия;7356;61.8059014;36.5330558
село Мильково;Камчатский край;7352;54.6954808;158.6200501
село Ташла;Оренбургская область;7352;51.7681071;52.7430699
пгт Нижний Одес;Республика Коми;7348;63.6373008;54.8337551
пгт Красные Баки;Нижегородская область;7348;57.1286004;45.1558749
пгт Вейделевка;Белгородская область;7347;50.1470353;38.4444868
село Верхняя Хава;Воронежская область;7344;51.8352891;39.8993571
станица Кумылженская;Волгоградская область;7342;49.881312;42.5905427
село Чонтаул;Республика Дагестан;7339;43.3035537;46.8597501
село Кошки;Самарская область;7338;54.2044304;50.4667014
село Дубовское;Ростовская область;7326;47.4122026;42.7709344
пгт Кузоватово рп;Ульяновская область;7325;53.5450464;47.6846566
посёлок Комаричи;Брянская область;7325;52.419059;34.7841212
г. Порхов;Псковская область;7309;57.7764464;29.5437852
аул Кошехабль;Республика Адыгея;7308;44.9001708;40.502843
поселок Малиновка;Кемеровская область;7299;54.00472;86.3907422
пгт Лежнево;Ивановская область;7297;56.7753825;40.886004
пгт Верхний Баскунчак рп;Астраханская область;7295;48.2283983;46.7248413
деревня Борисовичи;Псковская область;7293;57.8215329;28.2704845
село Верхние Татышлы;Республика Башкортостан;7291;56.2921737;55.8559102
рп Латная;Воронежская область;7285;51.6567505;38.8934259
село Галашки;Республика Ингушетия;7285;43.0808485;44.9843927
пгт Чульман;Республика Саха (Якутия);7285;56.8405022;124.9046993
село Мамоны;Иркутская область;7272;52.3073008;104.1589725
рабочий поселок Искателей;Ненецкий автономный округ;7266;67.6775487;53.1274184
пгт Ибреси;Чувашская Республика;7254;55.3082456;47.0336562
пгт Мирный;Самарская область;7246;53.5076335;50.2734382
пгт Игрим;Ханты-Мансийский автономный округ — Югра;7246;63.1867647;64.4032244
пгт Татищево рп;Саратовская область;7235;51.6705632;45.5947149
посёлок совхоза им. Ленина;Московская область;7234;55.584441;37.735405
пгт Раздольное;Республика Крым;7231;45.7701242;33.4880467
посёлок Первомайский;Оренбургская область;7231;51.5368172;55.0039194
пгт Новый Ургал;Хабаровский край;7231;51.0719257;132.5962333
пгт Лунино рп;Пензенская область;7227;53.603467;45.237658
село Боринское;Липецкая область;7220;52.4575546;39.3724108
село Энгель-Юрт;Чеченская Республика;7219;43.3246666;46.3561377
пгт Павлоградка рп;Омская область;7218;54.2033129;73.5634426
село Кошкельды;Чеченская Республика;7214;43.253074;46.3553173
поселок Верхнебаканский;Краснодарский край;7207;44.843971;37.6669512
пгт Советский;Ленинградская область;7197;60.5377406;28.6865369
г. Циолковский;Амурская область;7194;51.7623608;128.122093
г. Суоярви;Республика Карелия;7190;62.0786543;32.3498805
село Верхние Киги;Республика Башкортостан;7190;55.4076839;58.6001662
г. Каменногорск;Ленинградская область;7160;60.9508683;29.1309643
посёлок Лобва;Свердловская область;7153;59.1847204;60.5116275
г. Кириллов;Вологодская область;7149;59.8591197;38.3749866
станица Челбасская;Краснодарский край;7148;45.9769536;39.3608978
посёлок Домбаровский;Оренбургская область;7144;50.7602423;59.5405635
село Малка;Кабардино-Балкарская Республика;7143;43.7992055;43.3268112
пгт Быково рп;Волгоградская область;7142;49.7654019;45.388276
пгт Верховье;Орловская область;7140;52.802845;37.221694
пгт Карсун рп;Ульяновская область;7137;54.2008034;46.9808494
село Сарманово;Республика Татарстан;7134;55.252481;52.593027
пгт Ивня;Белгородская область;7134;51.0622821;36.1368886
село Октябрьское;Оренбургская область;7131;52.339572;55.512175
пгт Тлюстенхабль;Республика Адыгея;7130;44.9822086;39.0964715
пгт Жешарт;Республика Коми;7129;62.0953387;49.592191
пгт Большая Мурта;Красноярский край;7129;56.9044749;93.1512117
село Уллуая;Республика Дагестан;7127;42.3763937;47.3719096
село Анди;Республика Дагестан;7120;42.7849591;46.2626138
пгт Новошахтинский;Приморский край;7119;44.0266402;132.1671096
село Гамово;Пермский край;7118;57.8698562;56.097646
посёлок Коксовый;Ростовская область;7117;48.1981424;40.6482497
г. Бирюч;Белгородская область;7114;50.6483074;38.400546
г. Костерево;Владимирская область;7113;55.9336888;39.6248186
село Шарлык;Оренбургская область;7112;52.9260796;54.7413184
пгт Джубга кп;Краснодарский край;7111;44.3148727;38.7022408
село Пелагиада;Ставропольский край;7110;45.2026793;42.0150512
село Ключи;Алтайский край;7107;52.2530717;79.1680568
посёлок Совхозный;Свердловская область;7101;56.7625344;60.5562719
пгт Тумботино;Нижегородская область;7095;55.9956065;43.0127979
село Куруш;Республика Дагестан;7090;43.3849867;46.7564369
г. Салаир;Кемеровская область;7088;54.2350361;85.8029253
станица Саратовская;Краснодарский край;7083;44.7070881;39.2302098
пгт Кромы;Орловская область;7082;52.6894905;35.7735749
село Приволжье;Самарская область;7078;52.8580847;48.5919369
деревня Чапаево;Республика Хакасия;7071;53.6496085;91.3354501
пгт Приаргунск;Забайкальский край;7068;50.3648766;119.0917709
пгт Сосьва;Свердловская область;7063;60.404559;59.901077
посёлок  Каменномостский;Республика Адыгея;7057;44.31153;40.192791
г. Сковородино;Амурская область;7057;53.9870802;123.943599
пгт Нижние Вязовые;Республика Татарстан;7053;55.7981964;48.5243167
пгт Нижний Ингаш;Красноярский край;7051;56.2042834;96.5444927
посёлок Марьино;Москва;7040;55.548935;37.323669
село Семеновка;Республика Марий Эл;7039;56.6532633;47.9772327
село Гурбуки;Республика Дагестан;7022;42.6097925;47.5894101
село Старобалтачево;Республика Башкортостан;7022;56.0055281;55.9102956
село Октябрьский;Удмуртская Республика;7021;56.839217;53.323591
село Майское;Республика Северная Осетия — Алания;7016;43.1865166;44.7237844
пгт Сибирцево;Приморский край;7004;44.2061145;132.445447
село Языково;Республика Башкортостан;7004;54.6947201;55.0159092
посёлок Новый Свет;Ленинградская область;7000;59.5582689;30.1973034
станица Змейская;Республика Северная Осетия — Алания;6999;43.3357495;44.1580792
пгт Балахта;Красноярский край;6998;55.3862786;91.6269563
пгт Ковернино;Нижегородская область;6994;57.1255928;43.8166207
пгт Пачелма рп;Пензенская область;6994;53.3318049;43.3190593
село Архипо-Осиповка;Краснодарский край;6991;44.3713625;38.5314132
пгт Южно-Курильск;Сахалинская область;6991;44.0261542;145.8632886
село Псыгансу;Кабардино-Балкарская Республика;6990;43.4186506;43.7950031
село Московское;Ставропольский край;6985;45.284312;41.9165139
пгт Дунай;Приморский край;6980;42.8822297;132.332994
село Вилино;Республика Крым;6973;44.8449762;33.6548339
деревня Зверево;Москва;6970;55.4999763;36.9262108
село Верхневилюйск;Республика Саха (Якутия);6961;63.445964;120.315602
г. Андреаполь;Тверская область;6956;56.6508357;32.2620388
село Бердигестях;Республика Саха (Якутия);6956;62.096909;126.6997509
пгт Красное-на-Волге;Костромская область;6950;57.5093418;41.2398707
пгт Зауральский;Челябинская область;6950;54.7908852;61.2324656
село Новолуговое;Новосибирская область;6949;54.9776029;83.1211812
село Дивеево;Нижегородская область;6945;55.0366876;43.2468713
г. Старица;Тверская область;6938;56.5149837;34.9335122
г. Спасск;Пензенская область;6936;53.9270356;43.1858808
п. Ставрово;Владимирская область;6932;56.1287797;40.0124146
г. Малмыж;Кировская область;6931;56.5245433;50.6783448
г. Полесск;Калининградская область;6926;54.8625248;21.0998277
пгт Дедовичи;Псковская область;6922;57.54881;29.9450944
г. Мглин;Брянская область;6919;53.0600595;32.8467128
деревня Жилина;Орловская область;6915;53.0056198;36.0675783
село Агаповка;Челябинская область;6913;53.3028065;59.1406655
село Нижний Дженгутай;Республика Дагестан;6911;42.6987814;47.2430036
пгт Бутурлино;Нижегородская область;6906;55.5678547;44.9048518
станица Новодеревянковская;Краснодарский край;6899;46.3251569;38.7449868
село Дзержинское;Красноярский край;6895;56.8397204;95.2247653
г. Новосокольники;Псковская область;6895;56.3407572;30.1528369
село Старомарьевка;Ставропольский край;6889;45.0908007;42.221654
пгт Дмитриевка рп;Тамбовская область;6888;52.8907927;40.7915387
г. Пучеж;Ивановская область;6879;56.9820375;43.1684601
посёлок Большое Исаково;Калининградская область;6877;54.7181168;20.6087888
село Дульдурга;Забайкальский край;6869;50.6727882;113.578406
село Калинино;Республика Хакасия;6867;53.759382;91.4003121
посёлок Российский;Краснодарский край;6860;45.107502;38.992579
поселок Чири-Юрт;Чеченская Республика;6860;43.0869742;45.7434042
посёлок Караваево;Костромская область;6857;57.7348067;41.0574841
посёлок Светлый;Оренбургская область;6853;50.8224057;60.8562598
пгт Лысые Горы рп;Саратовская область;6852;51.545341;44.8344233
посёлок Еланский;Свердловская область;6851;56.8124336;62.4920217
